PO_ID,Supplier_ID,Product_ID,Order_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Order_Status
100668,1209,5807,2024-10-11,2024-10-23,475,4135.54,1964381.5,Pending
100669,1463,5054,2024-09-18,2024-10-01,343,988.65,339106.95,Delayed
100670,1455,6824,2024-12-27,2025-02-10,514,2772.59,1425111.26,Pending
100671,1326,5100,2025-04-16,2025-05-03,789,1006.1,793812.9,Cancelled
100672,1030,5006,2025-11-19,2025-12-19,149,163.35,24339.15,Completed
100673,1051,5130,2026-02-24,2026-03-19,117,4191.32,490384.44,Completed
100674,1848,6067,2026-06-10,2026-07-07,65,3806.16,247400.4,Cancelled
100675,1973,6994,2026-07-22,2026-08-06,621,2225.21,1381855.41,Cancelled
100676,1670,5050,2026-04-07,2026-04-24,300,911.87,273561.0,Cancelled
100677,1979,6522,2026-02-25,2026-03-03,172,1106.45,190309.4,Completed
100678,1697,6936,2026-06-09,2026-06-28,353,1690.29,596672.37,Pending
100679,1063,6876,2025-01-02,2025-02-06,392,1747.31,684945.52,Cancelled
100680,1771,5153,2024-11-22,2024-12-20,510,163.9,83589.0,Delayed
100681,1656,6439,2025-04-21,2025-05-08,124,53.52,6636.48,Cancelled
100682,1742,5080,2026-02-06,2026-03-15,55,2627.26,144499.3,Completed
100683,1949,5962,2024-10-18,2024-11-13,173,1676.16,289975.68,Cancelled
100684,1683,6460,2025-08-15,2025-08-27,277,4065.37,1126107.49,Pending
100685,1773,6805,2025-10-27,2025-11-01,694,3756.29,2606865.26,Completed
100686,1509,6203,2026-04-19,2026-05-09,55,2509.88,138043.4,Delayed
100687,1814,6055,2025-04-03,2025-04-24,735,1393.52,1024237.2,Cancelled
100688,1877,5949,2025-04-12,2025-05-08,217,2930.67,635955.39,Delayed
100689,1706,5452,2026-02-25,2026-03-24,361,2006.59,724378.99,Delayed
100690,1242,5300,2025-05-18,2025-05-25,539,3560.24,1918969.36,Delayed
100691,1381,5880,2024-10-08,2024-11-20,486,167.73,81516.78,Completed
100692,1638,5459,2025-07-28,2025-08-28,279,4553.35,1270384.65,Delayed
100693,1705,6968,2025-02-28,2025-03-21,488,1534.45,748811.6,Completed
100694,1431,6491,2025-04-04,2025-04-10,247,3103.85,766650.95,Cancelled
100695,1548,5938,2025-04-28,2025-05-17,336,1038.27,348858.72,Cancelled
100696,1120,6498,2026-07-29,2026-08-19,83,1400.26,116221.58,Completed
100697,1848,6100,2024-10-12,2024-11-08,336,439.83,147782.88,Delayed
100698,1987,5994,2024-10-08,2024-10-18,281,413.99,116331.19,Delayed
100699,1941,5997,2025-10-13,2025-11-15,432,3907.13,1687880.16,Delayed
100700,1591,5017,2024-10-23,2024-11-20,307,2931.57,899991.99,Cancelled
100701,1432,6981,2024-12-18,2024-12-24,381,2600.15,990657.15,Cancelled
100702,1091,5268,2024-08-25,2024-09-09,74,1550.98,114772.52,Cancelled
100703,1580,5274,2025-05-16,2025-05-25,684,4379.33,2995461.72,Delayed
100704,1672,6468,2026-08-17,2026-09-27,599,3082.45,1846387.55,Pending
100705,1619,5764,2024-12-01,2024-12-30,787,1242.7,978004.9,Pending
100706,1106,6616,2025-10-28,2025-11-17,161,2599.05,418447.05,Completed
100707,1439,6152,2025-03-22,2025-03-31,510,3861.45,1969339.5,Completed
100708,1701,6899,2025-02-10,2025-02-27,633,2082.93,1318494.69,Cancelled
100709,1239,5313,2026-02-25,2026-03-20,709,2951.89,2092890.01,Delayed
100710,1944,6618,2025-10-13,2025-11-22,570,4528.12,2581028.4,Delayed
100711,1604,5773,2025-07-14,2025-08-23,791,4798.84,3795882.44,Cancelled
100712,1895,5180,2025-06-25,2025-08-08,434,1864.24,809080.16,Cancelled
100713,1009,6958,2026-07-04,2026-07-27,334,526.21,175754.14,Pending
100714,1251,6618,2024-12-17,2024-12-29,268,339.75,91053.0,Cancelled
100715,1752,6218,2026-07-20,2026-07-29,542,3520.87,1908311.54,Completed
100716,1204,6355,2025-10-18,2025-10-29,581,1239.5,720149.5,Delayed
100717,1664,5992,2026-05-29,2026-07-07,590,1557.29,918801.1,Delayed
100718,1364,5334,2026-02-23,2026-03-22,371,300.64,111537.44,Cancelled
100719,1063,5925,2026-07-01,2026-07-20,37,1190.59,44051.83,Cancelled
100720,1513,5661,2025-01-19,2025-01-29,296,3621.8,1072052.8,Cancelled
100721,1069,5280,2026-05-07,2026-05-21,316,2103.54,664718.64,Pending
100722,1457,5235,2025-07-17,2025-07-22,509,813.34,413990.06,Cancelled
100723,1964,6331,2025-12-29,2026-01-14,187,946.59,177012.33,Pending
100724,1328,6721,2025-11-15,2025-12-28,468,4160.2,1946973.6,Cancelled
100725,1142,6009,2024-09-03,2024-10-07,547,4559.8,2494210.6,Cancelled
100726,1450,6091,2025-10-14,2025-11-06,321,144.46,46371.66,Completed
100727,1215,5503,2024-12-21,2025-01-30,362,4484.59,1623421.58,Delayed
100728,1697,5228,2026-01-01,2026-01-24,116,2034.9,236048.4,Pending
100729,1427,6593,2026-08-04,2026-09-10,423,675.3,285651.9,Pending
100730,1399,5377,2025-12-10,2025-12-27,82,4641.33,380589.06,Pending
100731,1688,5840,2026-03-07,2026-03-19,461,2615.29,1205648.69,Completed
100732,1033,6991,2025-12-27,2026-01-23,86,974.42,83800.12,Delayed
100733,1544,6148,2026-04-26,2026-05-29,355,1742.26,618502.3,Cancelled
100734,1787,6163,2026-06-12,2026-06-29,458,1061.39,486116.62,Delayed
100735,1948,6506,2026-08-16,2026-09-04,796,2285.41,1819186.36,Completed
100736,1398,6137,2025-06-12,2025-06-30,197,1938.92,381967.24,Delayed
100737,1996,5236,2025-11-06,2025-11-30,365,1496.75,546313.75,Cancelled
100738,1646,5464,2025-07-22,2025-08-22,520,3161.95,1644214.0,Completed
100739,1236,5881,2025-01-03,2025-01-13,432,2470.63,1067312.16,Cancelled
100740,1018,5900,2024-12-16,2025-01-27,160,4714.24,754278.4,Pending
100741,1410,5183,2025-03-13,2025-04-25,154,2557.86,393910.44,Pending
100742,1760,5884,2025-06-27,2025-08-04,715,2071.44,1481079.6,Pending
100743,1824,6453,2025-08-06,2025-09-01,446,1869.42,833761.32,Cancelled
100744,1846,6472,2026-04-30,2026-05-11,274,273.81,75023.94,Pending
100745,1624,5768,2025-10-14,2025-11-15,441,4167.7,1837955.7,Cancelled
100746,1702,5689,2025-01-24,2025-02-28,636,99.83,63491.88,Delayed
100747,1480,5863,2024-12-28,2025-01-26,404,4901.66,1980270.64,Pending
100748,1167,5789,2025-03-27,2025-04-12,767,3438.6,2637406.2,Cancelled
100749,1806,5909,2024-12-27,2025-01-07,311,3069.92,954745.12,Pending
100750,1322,6088,2026-01-07,2026-02-04,692,1084.82,750695.44,Delayed
100751,1734,6845,2026-08-03,2026-09-16,524,1275.27,668241.48,Delayed
100752,1198,6313,2024-10-22,2024-12-04,526,3768.85,1982415.1,Pending
100753,1865,5667,2026-05-21,2026-06-14,230,807.66,185761.8,Delayed
100754,1478,6194,2025-06-01,2025-06-22,136,3221.83,438168.88,Completed
100755,1292,6766,2026-08-11,2026-09-02,327,4970.81,1625454.87,Completed
100756,1058,6763,2026-05-30,2026-07-02,530,3153.09,1671137.7,Completed
100757,1674,6112,2025-02-09,2025-03-08,544,4180.1,2273974.4,Completed
100758,1882,5910,2024-08-23,2024-10-05,187,3148.21,588715.27,Pending
100759,1127,6076,2026-04-03,2026-04-10,69,2380.71,164268.99,Delayed
100760,1918,5877,2025-12-14,2026-01-02,125,925.49,115686.25,Pending
100761,1436,5469,2024-12-05,2024-12-15,274,4461.82,1222538.68,Pending
100762,1848,6768,2025-02-23,2025-03-17,256,2770.22,709176.32,Completed
100763,1212,6638,2025-06-27,2025-07-08,446,4966.25,2214947.5,Pending
100764,1115,5297,2026-02-27,2026-03-12,418,2024.81,846370.58,Cancelled
100765,1688,5860,2024-09-20,2024-10-27,358,145.9,52232.2,Delayed
100766,1834,5708,2024-12-10,2025-01-02,378,4362.23,1648922.94,Delayed
100767,1440,5846,2024-09-20,2024-10-01,165,441.63,72868.95,Delayed
100768,1573,5607,2024-12-25,2025-01-13,425,2296.17,975872.25,Cancelled
100769,1103,6723,2025-11-02,2025-12-14,689,3003.77,2069597.53,Cancelled
100770,1618,5731,2025-11-18,2025-12-08,483,3667.98,1771634.34,Pending
100771,1296,6923,2026-08-13,2026-09-18,623,3209.17,1999312.91,Delayed
100772,1528,6151,2025-01-02,2025-02-12,358,2918.71,1044898.18,Delayed
100773,1747,6133,2026-02-08,2026-03-04,135,4219.12,569581.2,Completed
100774,1573,6368,2025-05-08,2025-06-08,513,2876.75,1475772.75,Delayed
100775,1443,5899,2025-04-07,2025-05-22,790,3854.98,3045434.2,Delayed
100776,1658,6144,2024-09-19,2024-09-26,604,3827.53,2311828.12,Pending
100777,1179,6495,2025-02-12,2025-03-03,563,283.44,159576.72,Pending
100778,1207,5796,2025-09-16,2025-10-14,331,1176.26,389342.06,Delayed
100779,1973,6912,2024-08-22,2024-10-06,416,1698.26,706476.16,Delayed
100780,1232,5530,2024-09-04,2024-09-14,791,2016.57,1595106.87,Cancelled
100781,1378,6622,2026-06-10,2026-07-13,117,477.44,55860.48,Cancelled
100782,1235,6955,2024-10-06,2024-10-23,467,3144.97,1468700.99,Pending
100783,1770,6885,2025-09-06,2025-09-30,728,623.87,454177.36,Pending
100784,1737,6511,2025-01-12,2025-01-18,168,2642.64,443963.52,Pending
100785,1086,5843,2024-10-24,2024-11-09,234,4775.7,1117513.8,Cancelled
100786,1860,5228,2025-09-12,2025-10-27,145,2025.53,293701.85,Delayed
100787,1711,5275,2026-05-30,2026-07-12,593,2126.54,1261038.22,Pending
100788,1780,5414,2026-04-05,2026-04-21,666,1424.88,948970.08,Pending
100789,1744,5610,2025-10-12,2025-11-24,186,1083.77,201581.22,Cancelled
100790,1286,5985,2025-12-20,2026-01-30,294,4207.94,1237134.36,Delayed
100791,1625,5108,2026-01-18,2026-02-02,207,2238.95,463462.65,Cancelled
100792,1813,6433,2025-05-20,2025-06-22,713,4180.3,2980553.9,Pending
100793,1396,5423,2025-10-20,2025-12-02,722,30.46,21992.12,Pending
100794,1394,5675,2025-07-06,2025-07-23,716,4551.28,3258716.48,Completed
100795,1680,6585,2025-06-24,2025-07-18,467,2478.21,1157324.07,Completed
100796,1890,5381,2024-11-26,2024-12-10,98,242.51,23765.98,Delayed
100797,1198,5963,2025-06-16,2025-06-30,707,4591.46,3246162.22,Delayed
100798,1932,5762,2026-08-04,2026-08-26,463,1570.68,727224.84,Cancelled
100799,1810,5906,2025-04-15,2025-05-14,775,1716.25,1330093.75,Pending
100800,1083,5975,2026-04-26,2026-05-01,221,2694.47,595477.87,Delayed
100801,1375,6497,2025-08-06,2025-09-11,623,3030.88,1888238.24,Pending
100802,1381,5591,2025-03-18,2025-05-01,657,2961.89,1945961.73,Cancelled
100803,1899,5205,2026-01-21,2026-03-06,306,770.97,235916.82,Delayed
100804,1155,6044,2025-08-23,2025-09-03,481,456.17,219417.77,Delayed
100805,1898,5006,2025-05-30,2025-06-28,356,49.31,17554.36,Cancelled
100806,1160,6747,2025-06-26,2025-07-06,652,53.21,34692.92,Completed
100807,1524,6925,2025-04-13,2025-04-21,317,1479.87,469118.79,Completed
100808,1146,6311,2026-04-19,2026-05-30,538,3594.41,1933792.58,Pending
100809,1623,5861,2026-04-04,2026-05-01,624,3433.51,2142510.24,Pending
100810,1949,5815,2026-08-02,2026-08-14,311,1169.52,363720.72,Pending
100811,1272,5662,2025-10-10,2025-11-07,509,239.87,122093.83,Completed
100812,1378,5546,2026-08-13,2026-09-27,675,157.64,106407.0,Delayed
100813,1030,6222,2026-02-14,2026-03-24,161,4355.85,701291.85,Cancelled
100814,1635,6512,2025-11-23,2025-12-14,319,3958.33,1262707.27,Completed
100815,1854,6558,2025-12-10,2025-12-20,748,4960.2,3710229.6,Completed
100816,1389,6356,2026-01-03,2026-01-08,644,4005.65,2579638.6,Pending
100817,1334,6925,2024-10-16,2024-11-14,562,3140.81,1765135.22,Pending
100818,1454,6784,2024-09-01,2024-09-21,277,1140.68,315968.36,Completed
100819,1112,6924,2026-03-14,2026-04-07,480,1925.74,924355.2,Completed
100820,1584,6070,2025-02-08,2025-03-16,717,1855.88,1330665.96,Cancelled
100821,1096,6820,2026-04-26,2026-05-06,536,4694.04,2516005.44,Pending
100822,1745,5898,2026-08-02,2026-08-07,739,1914.74,1414992.86,Completed
100823,1887,5064,2024-12-21,2024-12-26,276,272.12,75105.12,Cancelled
100824,1835,6560,2024-09-01,2024-09-22,790,4427.61,3497811.9,Delayed
100825,1153,5943,2024-09-14,2024-10-20,668,1593.94,1064751.92,Delayed
100826,1574,5168,2025-04-12,2025-05-03,494,132.94,65672.36,Pending
100827,1652,6382,2026-04-21,2026-06-03,196,3147.0,616812.0,Delayed
100828,1916,5911,2026-06-03,2026-06-11,282,3592.47,1013076.54,Cancelled
100829,1025,6836,2025-08-03,2025-09-10,48,1457.15,69943.2,Delayed
100830,1175,6214,2026-07-26,2026-08-06,55,2021.65,111190.75,Pending
100831,1922,6656,2026-05-02,2026-05-22,723,3240.07,2342570.61,Cancelled
100832,1841,5013,2025-05-12,2025-05-29,70,3276.81,229376.7,Completed
100833,1074,5818,2025-03-27,2025-04-19,476,1582.9,753460.4,Cancelled
100834,1697,5642,2025-09-28,2025-10-22,37,3684.68,136333.16,Delayed
100835,1766,5648,2026-03-30,2026-04-24,453,1624.91,736084.23,Completed
100836,1074,6812,2025-01-12,2025-02-14,344,1019.0,350536.0,Completed
100837,1485,5755,2024-11-27,2024-12-21,752,2230.93,1677659.36,Completed
100838,1520,5222,2025-01-24,2025-02-11,358,976.08,349436.64,Cancelled
100839,1506,6316,2025-07-18,2025-08-08,439,51.75,22718.25,Cancelled
100840,1121,6730,2024-09-01,2024-09-19,424,3753.37,1591428.88,Cancelled
100841,1037,5770,2025-04-01,2025-05-03,81,3706.21,300203.01,Pending
100842,1012,5416,2025-08-13,2025-08-30,403,2368.88,954658.64,Completed
100843,1472,6013,2026-05-23,2026-06-28,464,37.2,17260.8,Completed
100844,1333,6399,2026-08-16,2026-09-12,385,670.08,257980.8,Delayed
100845,1210,6008,2026-04-07,2026-05-02,527,2855.54,1504869.58,Completed
100846,1394,6340,2024-12-10,2025-01-21,342,3087.81,1056031.02,Pending
100847,1882,5287,2024-10-25,2024-11-30,336,1015.39,341171.04,Completed
100848,1702,6486,2025-06-12,2025-07-04,794,4565.89,3625316.66,Pending
100849,1925,6761,2024-12-03,2024-12-16,475,3672.0,1744200.0,Pending
100850,1455,6508,2025-09-07,2025-09-12,784,1291.29,1012371.36,Delayed
100851,1568,6167,2024-12-01,2024-12-15,212,3744.5,793834.0,Completed
100852,1428,6976,2025-02-04,2025-03-14,430,4094.45,1760613.5,Cancelled
100853,1452,6040,2026-06-25,2026-07-04,293,4575.23,1340542.39,Completed
100854,1052,5671,2026-01-14,2026-02-27,405,2886.14,1168886.7,Pending
100855,1624,6599,2025-09-09,2025-09-17,334,1990.62,664867.08,Pending
100856,1965,5579,2026-01-31,2026-02-13,767,4138.49,3174221.83,Delayed
100857,1272,6543,2026-01-01,2026-01-19,378,3724.24,1407762.72,Completed
100858,1111,5116,2026-01-02,2026-02-13,536,1312.09,703280.24,Pending
100859,1585,6945,2025-03-03,2025-04-12,278,4983.36,1385374.08,Pending
100860,1181,6842,2025-11-22,2025-12-18,224,3252.65,728593.6,Completed
100861,1271,6116,2026-04-18,2026-05-25,282,3716.75,1048123.5,Pending
100862,1752,6131,2025-01-08,2025-02-18,344,3634.13,1250140.72,Completed
100863,1031,5473,2025-05-08,2025-05-25,495,568.63,281471.85,Completed
100864,1749,6384,2025-11-04,2025-12-02,70,1194.78,83634.6,Completed
100865,1656,5107,2026-07-09,2026-08-14,511,2776.04,1418556.44,Pending
100866,1884,6528,2024-09-05,2024-09-20,364,1315.75,478933.0,Completed
100867,1067,5362,2025-08-30,2025-09-24,153,4997.92,764681.76,Completed
100868,1935,5743,2025-08-23,2025-09-23,185,63.27,11704.95,Completed
100869,1622,6806,2025-08-18,2025-09-13,772,3323.82,2565989.04,Completed
100870,1410,6368,2024-11-25,2024-12-03,314,2230.11,700254.54,Cancelled
100871,1955,5874,2025-11-19,2025-12-25,261,2839.44,741093.84,Cancelled
100872,1877,6343,2025-08-09,2025-08-25,526,2705.7,1423198.2,Cancelled
100873,1489,6060,2025-08-01,2025-08-14,739,2179.79,1610864.81,Completed
100874,1849,6483,2024-10-01,2024-10-23,421,3705.87,1560171.27,Pending
100875,1971,6133,2026-08-14,2026-09-23,660,1236.64,816182.4,Completed
100876,1663,6448,2026-03-09,2026-04-22,210,2408.06,505692.6,Delayed
100877,1809,5406,2025-04-10,2025-05-13,495,3612.74,1788306.3,Completed
100878,1559,5201,2025-08-07,2025-08-14,575,3518.59,2023189.25,Pending
100879,1463,6072,2025-10-28,2025-11-24,546,3048.95,1664726.7,Cancelled
100880,1186,6055,2026-05-02,2026-06-13,760,4491.21,3413319.6,Completed
100881,1649,5383,2026-05-10,2026-06-03,517,3150.08,1628591.36,Completed
100882,1007,6553,2024-09-18,2024-10-16,737,4227.36,3115564.32,Pending
100883,1673,5891,2026-08-13,2026-09-08,222,3594.16,797903.52,Cancelled
100884,1950,6488,2025-10-29,2025-11-27,67,3938.73,263894.91,Completed
100885,1712,5729,2025-09-14,2025-09-28,476,1212.27,577040.52,Delayed
100886,1330,5305,2026-01-31,2026-02-17,328,4027.69,1321082.32,Completed
100887,1800,6149,2026-05-09,2026-06-12,546,3847.65,2100816.9,Pending
100888,1805,6946,2026-06-10,2026-07-01,572,3692.05,2111852.6,Pending
100889,1069,6330,2025-02-28,2025-04-11,238,394.89,93983.82,Cancelled
100890,1805,6496,2025-09-07,2025-09-27,359,346.47,124382.73,Delayed
100891,1458,5308,2025-08-30,2025-10-03,710,533.57,378834.7,Delayed
100892,1182,5074,2024-12-19,2025-01-24,401,1111.08,445543.08,Delayed
100893,1984,6883,2026-04-28,2026-05-22,82,2883.98,236486.36,Cancelled
100894,1994,6240,2026-06-08,2026-07-16,506,82.85,41922.1,Pending
100895,1944,5795,2025-09-22,2025-10-21,168,406.94,68365.92,Delayed
100896,1194,6455,2025-04-12,2025-04-19,94,1407.4,132295.6,Pending
100897,1805,5705,2026-06-08,2026-06-30,311,1135.46,353128.06,Pending
100898,1958,6044,2025-04-11,2025-05-13,688,1614.91,1111058.08,Delayed
100899,1851,6630,2025-12-15,2026-01-27,537,4260.52,2287899.24,Completed
100900,1190,6838,2024-08-28,2024-09-09,213,1460.59,311105.67,Pending
100901,1629,5802,2026-05-24,2026-06-13,364,2309.58,840687.12,Pending
100902,1897,5179,2025-05-30,2025-07-14,77,4984.9,383837.3,Pending
100903,1554,6461,2025-08-28,2025-09-12,656,422.68,277278.08,Delayed
100904,1258,5558,2025-10-22,2025-11-13,128,2801.46,358586.88,Cancelled
100905,1828,5514,2026-06-16,2026-07-19,301,1044.62,314430.62,Cancelled
100906,1452,6515,2024-09-24,2024-10-14,444,2943.92,1307100.48,Pending
100907,1670,5833,2025-11-26,2025-12-10,382,1342.71,512915.22,Completed
100908,1003,5783,2025-01-16,2025-01-26,357,2333.99,833234.43,Delayed
100909,1688,5265,2024-11-19,2024-12-18,245,4907.67,1202379.15,Cancelled
100910,1403,6553,2026-04-15,2026-04-21,238,1242.39,295688.82,Completed
100911,1132,6211,2025-11-20,2025-12-22,97,2538.32,246217.04,Completed
100912,1161,5119,2025-04-26,2025-05-24,761,2256.14,1716922.54,Delayed
100913,1601,5468,2026-02-08,2026-03-07,715,2961.71,2117622.65,Delayed
100914,1142,6882,2026-06-05,2026-06-11,413,3089.92,1276136.96,Completed
100915,1923,5246,2025-06-10,2025-07-03,691,1947.42,1345667.22,Completed
100916,1591,5823,2024-10-18,2024-11-17,134,4790.14,641878.76,Pending
100917,1761,5338,2026-04-08,2026-04-27,238,1839.35,437765.3,Cancelled
100918,1651,6973,2024-11-12,2024-12-07,391,2939.34,1149281.94,Delayed
100919,1454,6396,2025-10-05,2025-10-30,729,2924.78,2132164.62,Cancelled
100920,1421,5654,2026-02-10,2026-02-26,590,2697.54,1591548.6,Completed
100921,1742,6102,2025-12-19,2025-12-31,466,3244.37,1511876.42,Cancelled
100922,1141,5494,2025-05-15,2025-06-05,363,2344.08,850901.04,Cancelled
100923,1994,5638,2025-12-17,2026-01-16,43,3292.1,141560.3,Cancelled
100924,1809,6851,2024-10-28,2024-11-22,199,2947.25,586502.75,Completed
100925,1344,5855,2025-10-24,2025-11-08,787,2734.12,2151752.44,Completed
100926,1745,5378,2024-10-31,2024-12-09,219,3044.49,666743.31,Cancelled
100927,1076,5250,2026-05-26,2026-06-26,788,4419.46,3482534.48,Cancelled
100928,1216,5180,2024-10-27,2024-12-06,161,1872.91,301538.51,Completed
100929,1424,5137,2025-08-31,2025-10-12,569,1876.08,1067489.52,Pending
100930,1255,6583,2025-07-21,2025-08-19,564,2864.85,1615775.4,Completed
100931,1288,5049,2025-09-05,2025-09-23,55,1404.09,77224.95,Delayed
100932,1616,6850,2025-08-04,2025-09-04,621,2191.92,1361182.32,Pending
100933,1955,6569,2026-03-09,2026-03-21,582,2853.96,1661004.72,Cancelled
100934,1164,5794,2025-02-24,2025-03-29,682,1244.48,848735.36,Pending
100935,1953,6284,2025-12-05,2026-01-07,375,2973.37,1115013.75,Delayed
100936,1301,5671,2025-06-25,2025-07-10,688,2637.62,1814682.56,Delayed
100937,1691,5633,2025-03-26,2025-04-09,207,4667.54,966180.78,Completed
100938,1131,6527,2025-03-28,2025-05-07,439,199.12,87413.68,Delayed
100939,1259,5910,2024-10-22,2024-11-11,665,2461.26,1636737.9,Delayed
100940,1098,5657,2026-04-30,2026-06-12,298,1005.92,299764.16,Completed
100941,1356,6497,2026-06-08,2026-07-03,735,972.11,714500.85,Delayed
100942,1951,5753,2026-01-24,2026-02-16,329,2758.56,907566.24,Delayed
100943,1622,6694,2025-04-18,2025-06-02,401,1513.87,607061.87,Cancelled
100944,1030,6993,2024-08-25,2024-10-05,188,3478.3,653920.4,Pending
100945,1791,6572,2025-01-10,2025-01-29,537,57.11,30668.07,Completed
100946,1696,5347,2024-11-18,2024-12-11,444,1789.08,794351.52,Completed
100947,1524,6182,2024-11-22,2024-12-12,573,3170.54,1816719.42,Completed
100948,1253,6175,2024-12-22,2025-01-20,720,4176.52,3007094.4,Cancelled
100949,1384,5422,2026-05-16,2026-05-25,451,4335.1,1955130.1,Delayed
100950,1158,6788,2025-11-13,2025-12-26,467,4253.79,1986519.93,Delayed
100951,1593,5341,2025-05-04,2025-06-11,694,3104.9,2154800.6,Delayed
100952,1012,5382,2025-07-25,2025-08-04,99,982.53,97270.47,Pending
100953,1361,6120,2025-12-09,2025-12-28,589,3934.76,2317573.64,Delayed
100954,1290,6851,2024-12-14,2025-01-18,565,3773.24,2131880.6,Delayed
100955,1630,6857,2025-09-22,2025-10-02,46,2445.55,112495.3,Delayed
100956,1972,5660,2025-03-26,2025-05-02,366,3550.27,1299398.82,Delayed
100957,1285,6011,2025-10-02,2025-11-12,692,2352.46,1627902.32,Completed
100958,1174,5703,2025-06-12,2025-07-10,407,4441.3,1807609.1,Delayed
100959,1085,6311,2026-03-14,2026-03-20,149,4944.34,736706.66,Cancelled
100960,1258,6548,2024-09-16,2024-09-22,542,979.09,530666.78,Pending
100961,1165,5674,2025-06-01,2025-06-18,338,3297.78,1114649.64,Completed
100962,1102,6025,2026-01-07,2026-02-02,363,3412.43,1238712.09,Delayed
100963,1603,6978,2025-09-22,2025-10-30,264,1715.18,452807.52,Cancelled
100964,1585,5621,2024-11-06,2024-12-16,314,770.61,241971.54,Cancelled
100965,1054,6831,2025-12-24,2026-01-13,226,1694.69,382999.94,Completed
100966,1648,5004,2026-01-29,2026-02-26,764,1304.51,996645.64,Completed
100967,1380,6826,2025-01-28,2025-02-26,579,2092.55,1211586.45,Cancelled
100968,1523,5671,2026-01-09,2026-01-23,565,373.91,211259.15,Pending
100969,1354,5079,2025-08-28,2025-09-22,236,2996.64,707207.04,Cancelled
100970,1618,5550,2026-02-28,2026-03-30,211,4104.84,866121.24,Delayed
100971,1946,5828,2025-08-16,2025-09-01,341,3135.56,1069225.96,Delayed
100972,1241,5794,2025-03-01,2025-03-13,84,2030.98,170602.32,Cancelled
100973,1620,6022,2026-05-05,2026-05-19,79,858.31,67806.49,Cancelled
100974,1441,5509,2024-11-25,2024-12-19,407,2414.17,982567.19,Delayed
100975,1532,6362,2024-12-27,2025-01-14,496,3981.95,1975047.2,Delayed
100976,1392,6318,2026-05-12,2026-06-22,390,504.94,196926.6,Cancelled
100977,1976,5689,2024-12-20,2025-02-03,104,1447.28,150517.12,Delayed
100978,1624,5854,2024-12-20,2025-01-25,308,4062.04,1251108.32,Completed
100979,1904,6002,2024-12-24,2025-01-20,765,3170.64,2425539.6,Completed
100980,1079,6089,2026-02-07,2026-03-07,256,1481.44,379248.64,Cancelled
100981,1415,5473,2026-04-04,2026-05-07,680,2880.68,1958862.4,Completed
100982,1323,6283,2025-06-14,2025-07-06,480,2309.58,1108598.4,Delayed
100983,1858,6167,2024-10-22,2024-10-27,218,518.4,113011.2,Delayed
100984,1377,6573,2026-04-09,2026-05-11,409,4207.11,1720707.99,Cancelled
100985,1393,5736,2026-04-25,2026-05-17,433,4686.35,2029189.55,Delayed
100986,1430,5092,2026-08-08,2026-09-09,514,1381.26,709967.64,Cancelled
100987,1834,6321,2026-08-18,2026-09-23,743,2769.37,2057641.91,Completed
100988,1641,5837,2024-10-14,2024-11-13,323,4531.61,1463710.03,Delayed
100989,1541,6583,2026-07-12,2026-08-07,583,3257.43,1899081.69,Pending
100990,1931,6403,2025-10-07,2025-11-14,464,2158.83,1001697.12,Delayed
100991,1144,5335,2026-06-24,2026-07-12,785,3976.3,3121395.5,Completed
100992,1822,6569,2025-01-04,2025-02-12,698,2966.2,2070407.6,Pending
100993,1018,6598,2026-01-18,2026-01-24,561,4879.2,2737231.2,Pending
100994,1230,5173,2026-03-11,2026-04-02,190,4231.85,804051.5,Delayed
100995,1400,5853,2025-06-04,2025-06-28,432,3811.79,1646693.28,Delayed
100996,1012,6481,2024-09-02,2024-09-08,379,1712.91,649192.89,Completed
100997,1044,5640,2025-10-21,2025-11-03,416,3759.26,1563852.16,Pending
100998,1611,5245,2026-01-08,2026-01-30,720,2280.28,1641801.6,Delayed
100999,1281,5108,2025-11-29,2025-12-05,764,1689.95,1291121.8,Completed
101000,1839,5935,2026-06-21,2026-07-13,507,1631.68,827261.76,Completed
101001,1444,6833,2025-05-12,2025-06-24,277,1365.33,378196.41,Pending
101002,1085,6755,2024-12-30,2025-01-24,308,2192.18,675191.44,Cancelled
101003,1226,6150,2025-11-10,2025-11-16,226,342.54,77414.04,Cancelled
101004,1993,5805,2025-02-14,2025-02-21,67,1641.67,109991.89,Cancelled
101005,1181,5091,2025-03-18,2025-03-25,73,3572.57,260797.61,Delayed
101006,1738,5642,2025-02-03,2025-02-13,499,4210.53,2101054.47,Cancelled
101007,1962,5511,2025-03-14,2025-04-11,345,2932.8,1011816.0,Cancelled
101008,1823,5308,2025-01-13,2025-01-20,667,253.38,169004.46,Delayed
101009,1611,6950,2026-01-23,2026-02-11,147,521.96,76728.12,Cancelled
101010,1608,6520,2024-09-14,2024-10-14,150,2426.09,363913.5,Completed
101011,1743,6883,2025-01-16,2025-02-24,46,2821.21,129775.66,Cancelled
101012,1831,5140,2025-10-17,2025-10-25,85,4782.66,406526.1,Pending
101013,1109,6128,2025-12-13,2026-01-24,461,3330.45,1535337.45,Pending
101014,1312,6207,2025-01-25,2025-02-11,277,1059.65,293523.05,Cancelled
101015,1476,5351,2024-09-05,2024-10-11,139,2695.87,374725.93,Delayed
