Product_ID,Supplier_ID,Product_Name,Category,Unit_Cost,MOQ,Annual_Demand
5526,1926,Whom Product,Laptop,934.39,79,11646
5527,1568,Without Product,Furniture,1717.13,105,6091
5528,1602,Power Product,Furniture,3602.35,18,4547
5529,1172,Summer Product,Industrial Parts,3900.29,271,4013
5530,1512,Month Product,Server,1707.76,220,12927
5531,1032,Measure Product,Software License,4778.88,131,2317
5532,1044,Even Product,Furniture,1555.65,417,12427
5533,1049,Production Product,Electronics,2154.56,31,4866
5534,1465,Approach Product,Raw Material,3361.87,414,7719
5535,1431,Six Product,Packaging,441.34,320,7746
5536,1223,Road Product,Raw Material,2598.42,307,8925
5537,1373,She Product,Packaging,1234.43,31,12130
5538,1182,Person Product,Electronics,4372.76,476,9583
5539,1982,Talk Product,Software License,4655.59,373,14333
5540,1964,Scene Product,Packaging,2884.2,283,13657
5541,1780,Successful Product,Software License,544.85,309,10455
5542,1689,Situation Product,Industrial Parts,971.64,263,8027
5543,1225,Truth Product,Raw Material,2442.8,101,13581
5544,1524,Military Product,Electronics,3732.67,67,3161
5545,1190,Measure Product,Furniture,2130.88,12,4195
5546,1445,Listen Product,Industrial Parts,1804.57,384,11040
5547,1846,Long Product,Networking,4011.56,433,14115
5548,1563,Grow Product,Office Equipment,1124.89,151,13839
5549,1574,Election Product,Furniture,1367.94,14,991
5550,1832,Possible Product,Office Equipment,2093.86,157,1258
5551,1578,Attention Product,Packaging,3781.15,18,11498
5552,1675,See Product,Electronics,2153.85,136,13107
5553,1107,Economy Product,Software License,1737.74,332,5674
5554,1777,Sea Product,Raw Material,4848.49,115,10029
5555,1890,Born Product,Electronics,3912.8,412,7730
5556,1671,Establish Product,Packaging,2429.77,28,2049
5557,1293,Soldier Product,Server,58.25,342,8802
5558,1921,After Product,Furniture,2196.96,78,13625
5559,1248,Agree Product,Office Equipment,127.07,497,8116
5560,1119,Offer Product,Server,1323.91,435,6503
5561,1362,Certain Product,Laptop,4476.91,340,7281
5562,1654,Hour Product,Server,2062.58,158,9309
5563,1678,Choose Product,Software License,4757.63,231,1214
5564,1780,Environment Product,Furniture,4698.63,449,8292
5565,1760,Official Product,Furniture,2639.77,26,5896
5566,1574,Past Product,Electronics,919.56,286,12729
5567,1599,Never Product,Office Equipment,359.86,445,13438
5568,1762,Give Product,Office Equipment,1968.4,322,11067
5569,1316,Medical Product,Networking,1325.07,282,14800
5570,1962,Central Product,Furniture,1278.08,28,2627
5571,1427,Day Product,Laptop,3078.13,18,12868
5572,1473,Garden Product,Raw Material,3162.36,96,10083
5573,1049,Quality Product,Industrial Parts,2104.0,242,5967
5574,1287,Defense Product,Server,1601.76,102,14306
5575,1269,Them Product,Office Equipment,4674.85,143,10018
5576,1998,That Product,Furniture,468.61,91,1466
5577,1674,Source Product,Furniture,3846.95,109,6462
5578,1489,Attorney Product,Electronics,3431.93,161,5043
5579,1225,Me Product,Laptop,2970.02,461,546
5580,1882,Foreign Product,Furniture,2141.42,56,2301
5581,1492,Interview Product,Furniture,2887.25,313,147
5582,1793,Statement Product,Software License,4840.79,322,14312
5583,1306,As Product,Laptop,4157.51,240,2421
5584,1458,Account Product,Furniture,92.16,497,14842
5585,1001,Wind Product,Networking,2595.07,179,13241
5586,1589,Race Product,Furniture,3612.75,298,6029
5587,1791,Able Product,Server,1281.05,447,7521
5588,1331,Stop Product,Networking,777.92,98,4420
5589,1521,Item Product,Industrial Parts,3299.22,440,1925
5590,1435,Get Product,Server,629.98,241,13210
5591,1925,Each Product,Furniture,2969.68,371,9836
5592,1476,Identify Product,Laptop,252.51,476,12179
5593,1720,Among Product,Packaging,2472.95,305,2275
5594,1661,Page Product,Office Equipment,3459.23,42,7883
5595,1031,Chance Product,Industrial Parts,2129.05,315,1499
5596,1694,Drug Product,Packaging,2464.77,74,3477
5597,1244,Turn Product,Electronics,897.1,147,13673
5598,1971,Bill Product,Industrial Parts,1208.38,182,4794
5599,1562,Goal Product,Electronics,2660.48,90,9312
5600,1693,Quite Product,Laptop,827.29,334,12689
5601,1975,Republican Product,Raw Material,3467.38,438,4392
5602,1987,Tax Product,Packaging,3048.35,391,7455
5603,1098,Loss Product,Software License,3832.13,349,2719
5604,1776,Administration Product,Electronics,4889.18,127,1827
5605,1506,Simple Product,Furniture,3711.06,403,5951
5606,1636,Pattern Product,Packaging,960.0,373,6188
5607,1385,Style Product,Laptop,3047.7,130,10502
5608,1548,Per Product,Raw Material,4854.76,414,510
5609,1548,Six Product,Raw Material,4858.47,78,825
5610,1878,Nice Product,Furniture,2883.51,277,6091
5611,1912,North Product,Industrial Parts,2234.29,422,11391
5612,1853,After Product,Raw Material,4788.57,314,9343
5613,1314,Appear Product,Industrial Parts,264.2,70,2214
5614,1822,Fear Product,Raw Material,3446.32,110,3560
5615,1113,Car Product,Electronics,3290.34,308,11154
5616,1065,Look Product,Raw Material,2786.84,155,13835
5617,1948,First Product,Networking,3137.5,314,5041
5618,1898,Rich Product,Industrial Parts,2647.33,499,243
5619,1932,Effect Product,Office Equipment,3126.06,420,6360
5620,1728,Trouble Product,Office Equipment,3213.68,438,12873
5621,1295,Society Product,Laptop,2999.67,455,7179
5622,1513,Region Product,Raw Material,377.04,428,12481
5623,1205,Conference Product,Packaging,1558.0,432,10139
5624,1663,Force Product,Electronics,1098.97,97,2452
5625,1733,Education Product,Office Equipment,163.91,394,13741
5626,1932,Name Product,Raw Material,2201.48,444,3235
5627,1411,Old Product,Office Equipment,2973.12,172,11324
5628,1250,Decision Product,Raw Material,2919.92,342,3052
5629,1650,Machine Product,Software License,99.66,345,10433
5630,1504,Safe Product,Laptop,1691.07,156,7255
5631,1600,Draw Product,Packaging,4863.79,14,10714
5632,1434,Exactly Product,Laptop,929.89,54,180
5633,1481,She Product,Laptop,4891.56,124,9545
5634,1390,Per Product,Raw Material,381.53,107,7722
5635,1148,Fill Product,Raw Material,2178.56,442,12954
5636,1284,Shake Product,Server,3078.16,287,3398
5637,1264,On Product,Server,2420.15,65,958
5638,1349,Director Product,Laptop,4712.56,291,1172
5639,1566,Great Product,Networking,2023.6,18,10532
5640,1015,From Product,Packaging,3084.43,413,9094
5641,1627,Few Product,Laptop,2593.69,54,265
5642,1407,Foreign Product,Raw Material,4496.18,287,5689
5643,1567,Than Product,Server,4621.02,349,2098
5644,1735,Control Product,Server,444.51,81,10487
5645,1444,Build Product,Electronics,4746.54,246,6129
5646,1232,Majority Product,Software License,345.56,68,12668
5647,1683,Although Product,Server,418.59,419,11741
5648,1315,Mouth Product,Packaging,1014.81,133,10399
5649,1800,Same Product,Raw Material,2891.06,215,14613
5650,1400,Need Product,Packaging,3987.9,490,8207
5651,1983,Happy Product,Laptop,3204.85,258,10862
5652,1150,Small Product,Software License,823.52,198,7734
5653,1379,Build Product,Furniture,2376.81,403,5494
5654,1044,Industry Product,Laptop,1802.92,200,11421
5655,1678,Decision Product,Office Equipment,2925.67,480,2341
5656,1617,Ability Product,Industrial Parts,1432.45,180,10092
5657,1028,After Product,Electronics,2523.41,492,1376
5658,1585,Character Product,Software License,766.59,347,9377
5659,1252,Design Product,Server,986.47,85,10919
5660,1574,Hair Product,Raw Material,1897.59,319,3299
5661,1959,Relationship Product,Networking,1783.55,288,13397
5662,1893,Truth Product,Software License,2743.91,19,13535
5663,1374,Smile Product,Raw Material,716.0,282,8785
5664,1468,Run Product,Electronics,4430.93,155,4173
5665,1958,Conference Product,Industrial Parts,1223.15,336,14342
5666,1217,Resource Product,Networking,1099.5,101,1707
5667,1340,Teacher Product,Raw Material,1741.72,291,12740
5668,1312,Group Product,Packaging,3069.43,259,9289
5669,1953,Field Product,Software License,1949.45,150,12381
5670,1016,Congress Product,Industrial Parts,2412.07,127,12272
5671,1221,Follow Product,Raw Material,4374.75,285,3882
5672,1512,Ability Product,Furniture,3652.33,115,5577
5673,1891,Someone Product,Software License,1966.81,25,3441
5674,1656,Any Product,Networking,2243.26,217,990
5675,1447,Summer Product,Industrial Parts,3596.72,288,11161
5676,1096,Service Product,Networking,3599.27,61,14635
5677,1280,Others Product,Server,3053.61,426,13530
5678,1214,Notice Product,Furniture,1710.63,115,11576
5679,1133,Factor Product,Electronics,1337.78,46,12068
5680,1048,Past Product,Software License,3708.49,304,7469
5681,1827,College Product,Electronics,4172.5,143,5422
5682,1071,Hot Product,Packaging,292.78,402,7037
5683,1949,Plant Product,Furniture,1341.11,396,4988
5684,1560,Southern Product,Software License,1804.7,452,4406
5685,1436,Industry Product,Server,3183.66,126,6739
5686,1973,Exactly Product,Industrial Parts,1758.01,421,1208
5687,1096,Anyone Product,Server,2133.15,404,568
5688,1762,While Product,Networking,170.67,89,10364
5689,1820,Know Product,Server,4947.77,92,9497
5690,1227,Move Product,Packaging,171.37,156,13587
5691,1552,Generation Product,Laptop,3370.12,224,4149
5692,1456,Development Product,Packaging,1383.86,128,1698
5693,1449,Painting Product,Laptop,2034.83,315,4985
5694,1317,As Product,Packaging,1254.08,199,1645
5695,1634,Nothing Product,Server,4640.5,98,2382
5696,1192,Water Product,Industrial Parts,3296.05,369,10944
5697,1285,First Product,Laptop,1221.35,440,522
5698,1815,Final Product,Raw Material,4869.29,391,6827
5699,1189,Whether Product,Raw Material,1595.35,320,10163
5700,1017,Smile Product,Office Equipment,64.63,39,147
5701,1773,Dream Product,Raw Material,876.01,201,8910
5702,1210,True Product,Furniture,1747.8,58,592
5703,1655,Artist Product,Office Equipment,787.58,313,5365
5704,1960,Area Product,Packaging,2830.6,67,2941
5705,1285,Home Product,Raw Material,2267.26,165,1303
5706,1978,Girl Product,Furniture,1209.94,394,14771
5707,1232,Say Product,Furniture,1947.61,304,10051
5708,1004,Quickly Product,Software License,1794.34,202,4133
5709,1745,Fly Product,Packaging,4256.48,84,12999
5710,1942,Letter Product,Packaging,4575.08,241,11802
5711,1440,Kitchen Product,Server,2923.41,75,5802
5712,1681,Fund Product,Furniture,3015.4,402,4322
5713,1565,Executive Product,Raw Material,131.47,132,8950
5714,1078,Air Product,Networking,3770.84,251,103
5715,1351,Ahead Product,Furniture,4084.63,411,2421
5716,1428,Involve Product,Packaging,4604.65,402,7426
5717,1284,Son Product,Industrial Parts,2069.58,443,9222
5718,1842,Put Product,Server,3368.88,497,10276
5719,1302,Fund Product,Software License,4888.58,281,1904
5720,1401,Discover Product,Electronics,4095.93,47,12979
5721,1703,Capital Product,Packaging,3964.71,230,1399
5722,1618,Each Product,Raw Material,4808.95,320,5136
5723,1323,Tax Product,Networking,554.25,407,8606
5724,1021,Place Product,Raw Material,4029.66,428,8794
5725,1139,Yard Product,Server,744.95,425,1554
5726,1892,No Product,Networking,1466.79,202,432
5727,1068,Also Product,Furniture,2708.7,46,3053
5728,1222,Support Product,Electronics,3968.54,481,3664
5729,1582,Although Product,Networking,198.46,87,3954
5730,1877,Mean Product,Office Equipment,4099.44,179,11479
5731,1832,Follow Product,Software License,428.43,221,5051
5732,1767,Say Product,Furniture,1661.02,361,2653
5733,1703,Discover Product,Laptop,293.49,51,13351
5734,1777,Stuff Product,Software License,1711.83,256,1142
5735,1103,Voice Product,Software License,4508.6,80,14949
5736,1608,Tree Product,Industrial Parts,378.51,14,3257
5737,1316,Term Product,Software License,348.98,348,1808
5738,1402,Rather Product,Office Equipment,3232.02,187,3541
5739,1316,Door Product,Laptop,4986.23,247,5693
5740,1368,Good Product,Raw Material,560.01,283,10755
5741,1653,Scene Product,Industrial Parts,4560.68,175,1879
5742,1164,Newspaper Product,Networking,1752.51,413,12197
5743,1645,Along Product,Electronics,685.98,396,1254
5744,1945,Reflect Product,Packaging,4138.15,378,4741
5745,1549,Machine Product,Software License,1909.37,182,1564
5746,1649,Star Product,Server,1273.68,188,14268
5747,1358,End Product,Office Equipment,1085.82,340,8810
5748,1948,Board Product,Packaging,1888.3,50,9309
5749,1792,Look Product,Server,2612.13,323,4699
5750,1975,Former Product,Laptop,3363.2,75,3589
5751,1257,Adult Product,Laptop,2531.74,388,3807
5752,1921,Man Product,Raw Material,1241.73,398,7199
5753,1588,Agree Product,Software License,1593.75,391,11910
5754,1510,Top Product,Industrial Parts,2082.41,31,12117
5755,1687,Company Product,Packaging,387.12,152,10847
5756,1171,Mention Product,Software License,4738.07,218,6244
5757,1351,Lead Product,Electronics,3359.35,181,3588
5758,1409,Box Product,Raw Material,3800.96,56,9686
5759,1715,Yet Product,Industrial Parts,935.9,479,5252
5760,1736,Especially Product,Electronics,706.88,49,6022
5761,1454,Such Product,Server,3120.37,408,12386
5762,1915,War Product,Laptop,818.27,390,2588
5763,1769,Traditional Product,Laptop,4401.67,250,14403
5764,1646,Any Product,Server,4608.54,152,11228
5765,1884,East Product,Packaging,2622.39,254,12458
5766,1889,Opportunity Product,Software License,1728.85,57,9942
5767,1127,National Product,Electronics,4880.7,12,13835
5768,1807,Court Product,Packaging,1008.66,20,11090
5769,1106,Step Product,Office Equipment,906.66,127,11622
5770,1358,People Product,Raw Material,2206.77,496,14009
5771,1505,Particularly Product,Raw Material,2568.14,298,7594
5772,1099,Either Product,Office Equipment,1367.12,377,10839
5773,1281,Mention Product,Laptop,180.38,428,12351
5774,1999,Agent Product,Industrial Parts,2163.8,20,12479
5775,1225,Agency Product,Laptop,3325.46,266,6075
5776,1013,Spring Product,Electronics,2602.15,246,12490
5777,1742,Hour Product,Industrial Parts,2971.82,363,11015
5778,1034,Enter Product,Office Equipment,3155.42,497,214
5779,1892,Owner Product,Raw Material,843.89,91,6094
5780,1698,Hand Product,Office Equipment,2130.18,489,11303
5781,1867,Marriage Product,Electronics,1914.37,175,1361
5782,1461,Health Product,Networking,1029.42,378,7013
5783,1973,Step Product,Server,2812.03,46,8264
5784,1976,National Product,Laptop,4476.32,76,13073
5785,1720,Appear Product,Server,3497.14,315,11140
5786,1536,Drop Product,Laptop,3450.69,425,14070
5787,1240,Citizen Product,Electronics,4705.96,224,6132
5788,1289,Training Product,Software License,86.51,73,365
5789,1871,Free Product,Networking,4788.06,415,2877
5790,1797,Staff Product,Furniture,1095.88,54,4177
5791,1915,Player Product,Server,2684.51,174,2284
5792,1882,Mind Product,Software License,4962.6,362,7298
5793,1002,Must Product,Raw Material,4885.54,317,2194
5794,1408,Community Product,Laptop,1396.62,94,8196
5795,1400,Move Product,Packaging,842.05,244,1106
5796,1527,Imagine Product,Electronics,116.88,290,4573
5797,1655,Effort Product,Networking,3743.31,171,3968
5798,1835,West Product,Packaging,459.21,308,7050
5799,1577,Risk Product,Electronics,1284.73,123,2562
5800,1442,Beautiful Product,Office Equipment,2784.28,476,14976
5801,1455,There Product,Server,2396.21,293,9504
5802,1590,Get Product,Electronics,1633.47,282,789
5803,1975,Statement Product,Software License,2172.31,461,10025
5804,1581,We Product,Software License,2493.7,208,4996
5805,1500,Soldier Product,Industrial Parts,575.56,391,12730
5806,1890,Really Product,Office Equipment,1291.44,422,13498
5807,1405,Staff Product,Software License,4978.21,151,129
5808,1856,Clearly Product,Electronics,2997.04,358,1022
5809,1313,Air Product,Packaging,1012.46,374,7267
5810,1195,Natural Product,Electronics,4191.72,163,803
5811,1361,Receive Product,Software License,3386.99,442,13624
5812,1981,Else Product,Furniture,65.7,22,10053
5813,1741,Exist Product,Networking,378.63,54,875
5814,1344,Establish Product,Software License,817.57,134,6255
5815,1887,Range Product,Software License,1611.82,284,10929
5816,1215,Catch Product,Electronics,1434.4,341,1153
5817,1434,Bring Product,Industrial Parts,231.36,329,10698
5818,1579,Through Product,Industrial Parts,4489.39,290,11551
5819,1596,Reach Product,Server,969.39,331,3570
5820,1037,Whether Product,Furniture,1547.07,155,6425
5821,1401,Skin Product,Raw Material,978.53,178,9196
5822,1442,Evening Product,Networking,1626.07,283,6021
5823,1638,Research Product,Laptop,483.34,130,11880
5824,1671,Generation Product,Raw Material,3102.64,106,14033
5825,1230,Across Product,Laptop,139.27,49,8348
5826,1704,Movie Product,Electronics,2152.02,500,4309
5827,1970,No Product,Furniture,2144.11,413,4235
5828,1077,Southern Product,Laptop,3032.75,193,2231
5829,1164,Color Product,Server,878.34,118,5593
5830,1935,Send Product,Networking,1438.9,484,1520
5831,1864,Drop Product,Electronics,374.15,206,8150
5832,1101,Natural Product,Industrial Parts,3237.83,40,6687
5833,1746,Seat Product,Office Equipment,154.92,387,14333
5834,1801,Chance Product,Electronics,886.31,433,10417
5835,1985,Up Product,Server,4360.78,411,14581
5836,1793,Main Product,Laptop,2508.86,79,3342
5837,1282,They Product,Networking,1397.91,310,9041
5838,1946,Hot Product,Industrial Parts,3446.88,134,3328
5839,1193,Want Product,Furniture,3282.03,373,2188
5840,1133,Early Product,Furniture,4638.29,268,12928
5841,1143,Event Product,Furniture,1406.28,150,11191
5842,1848,After Product,Office Equipment,348.38,37,12351
5843,1469,Expert Product,Software License,3629.58,381,7795
5844,1485,Spring Product,Laptop,171.86,292,5092
5845,1678,Believe Product,Raw Material,1380.01,195,14704
5846,1311,Area Product,Software License,1426.32,399,5985
5847,1693,Cost Product,Server,4223.58,380,9316
5848,1511,Nice Product,Server,2593.82,272,8874
5849,1115,Page Product,Laptop,1500.19,483,3298
5850,1354,When Product,Software License,3144.69,415,628
5851,1301,Go Product,Software License,48.22,97,10312
5852,1093,They Product,Software License,506.74,147,13140
5853,1693,She Product,Packaging,3985.55,416,14183
5854,1551,Few Product,Electronics,1091.67,428,9395
5855,1635,Identify Product,Packaging,1356.09,240,4518
5856,1907,Cell Product,Server,1579.72,383,2593
5857,1166,Account Product,Furniture,1261.5,153,10365
5858,1482,Care Product,Raw Material,3519.11,385,4196
5859,1028,Quickly Product,Packaging,3758.05,182,10328
5860,1841,World Product,Electronics,1755.71,418,9058
5861,1607,Race Product,Networking,3842.87,235,11034
5862,1770,Forget Product,Electronics,3954.95,81,14236
5863,1502,Sell Product,Software License,427.61,401,1171
5864,1349,Rock Product,Software License,2146.84,470,2112
5865,1132,Indeed Product,Office Equipment,41.83,276,9034
5866,1272,President Product,Software License,1592.8,474,13916
5867,1473,Shoulder Product,Industrial Parts,4792.94,125,1938
5868,1786,Onto Product,Raw Material,4872.56,292,10159
5869,1214,Win Product,Software License,3674.23,121,1871
5870,1695,Recently Product,Industrial Parts,3829.95,41,8414
5871,1842,Television Product,Industrial Parts,1846.84,44,11069
5872,1600,Cause Product,Industrial Parts,4770.93,381,14511
5873,1981,Painting Product,Industrial Parts,2854.92,65,7638
5874,1869,Sell Product,Networking,4726.66,90,1847
5875,1264,Peace Product,Laptop,1929.83,168,5314
5876,1686,Rich Product,Furniture,70.76,88,6379
5877,2000,Investment Product,Server,4904.5,318,7414
5878,1036,Challenge Product,Packaging,1041.54,152,369
5879,1317,Son Product,Industrial Parts,4913.02,220,3558
5880,1795,Soldier Product,Raw Material,1064.86,484,3575
5881,1981,State Product,Server,3794.82,227,11110
5882,1332,Budget Product,Packaging,1943.08,427,14430
5883,1742,Mention Product,Industrial Parts,4938.13,310,4616
5884,1369,Father Product,Raw Material,892.34,139,6640
5885,1967,Member Product,Raw Material,1606.91,31,2523
5886,1817,Throughout Product,Industrial Parts,1437.15,105,14046
5887,1023,Full Product,Software License,951.77,449,8625
5888,1550,Month Product,Electronics,4002.68,475,4136
5889,1537,Old Product,Laptop,2165.33,269,13519
5890,1106,Watch Product,Electronics,2797.05,46,10749
5891,1702,Nor Product,Electronics,3129.86,327,7292
5892,1549,Research Product,Packaging,4545.82,69,10405
5893,1742,Although Product,Networking,370.28,192,6834
5894,1107,Room Product,Industrial Parts,3766.74,388,4379
5895,1280,Husband Product,Laptop,3433.26,426,10030
5896,1446,Artist Product,Packaging,4076.29,435,14626
5897,1318,Off Product,Raw Material,542.14,353,5041
5898,1872,Worry Product,Electronics,53.9,365,2996
5899,1446,Save Product,Office Equipment,3193.24,442,3190
5900,1729,World Product,Raw Material,699.23,395,9159
5901,1419,Wonder Product,Raw Material,973.34,445,5560
5902,1673,Fight Product,Electronics,4556.21,153,255
5903,1397,Rich Product,Packaging,1073.33,436,1034
5904,1366,Money Product,Office Equipment,3643.22,118,2375
5905,1764,Even Product,Furniture,2430.67,418,2149
5906,1386,Quite Product,Networking,1765.75,444,14288
5907,1679,Every Product,Raw Material,4198.58,275,13199
5908,1574,Give Product,Raw Material,2868.06,235,1330
5909,1549,Why Product,Laptop,517.15,323,1180
5910,1837,Then Product,Raw Material,4609.78,122,6273
5911,1487,Own Product,Electronics,299.99,196,5660
5912,1347,Idea Product,Raw Material,3522.05,110,1708
5913,1264,Interesting Product,Packaging,2039.88,297,2368
5914,1188,Bad Product,Software License,514.1,103,14087
5915,1777,Time Product,Furniture,2469.27,271,1381
5916,1622,May Product,Furniture,2371.89,259,5643
5917,1853,Indicate Product,Networking,77.83,124,13453
5918,1352,Performance Product,Server,4053.84,64,1551
5919,1954,Outside Product,Networking,4579.58,320,3474
5920,1488,Girl Product,Raw Material,4158.64,498,9689
5921,1514,If Product,Packaging,1224.21,279,799
5922,1805,All Product,Furniture,360.15,384,10122
5923,1758,Finally Product,Electronics,3638.57,319,11641
5924,1728,Open Product,Office Equipment,2467.58,412,12076
5925,1418,Cover Product,Industrial Parts,2136.46,129,4159
5926,1139,Society Product,Office Equipment,986.84,468,7026
5927,1276,Law Product,Electronics,1740.88,227,11643
5928,1940,Yeah Product,Electronics,3520.88,296,5241
5929,1365,Hand Product,Raw Material,4020.48,435,10515
5930,1639,Listen Product,Furniture,821.04,278,5621
5931,1752,South Product,Networking,4380.35,460,4660
5932,1797,Board Product,Electronics,4573.29,376,4903
5933,1170,Pass Product,Furniture,4066.09,99,11285
5934,1546,Doctor Product,Furniture,3376.27,346,788
5935,1460,Boy Product,Furniture,3449.05,322,4961
5936,1816,Late Product,Electronics,3772.66,500,3006
5937,1141,Teacher Product,Office Equipment,958.99,471,13265
5938,1133,Dream Product,Packaging,3757.92,28,12853
5939,1223,Late Product,Networking,255.6,361,14664
5940,1482,Employee Product,Furniture,318.62,289,12859
5941,1632,Car Product,Furniture,1874.52,442,5689
5942,1154,Election Product,Furniture,3156.36,288,8192
5943,1718,Professor Product,Laptop,919.72,467,7612
5944,1719,Evidence Product,Server,3710.81,494,837
5945,1543,Most Product,Software License,2986.51,170,5670
5946,1419,Tell Product,Networking,2333.32,189,7053
5947,1857,Successful Product,Furniture,4043.24,324,7399
5948,1325,Democratic Product,Laptop,2761.74,131,3728
5949,1531,View Product,Raw Material,3665.93,103,10287
5950,1099,International Product,Laptop,1453.15,284,12580
5951,1904,Beyond Product,Networking,4318.35,12,6869
5952,1058,Low Product,Electronics,3980.29,243,14917
5953,1231,Piece Product,Software License,4454.45,365,8242
5954,1452,Drug Product,Office Equipment,964.76,16,2551
5955,1129,Huge Product,Networking,4138.2,375,5348
5956,1706,Soon Product,Laptop,2890.76,341,6477
5957,1455,Woman Product,Furniture,595.68,202,14508
5958,1610,Show Product,Office Equipment,4813.09,253,3097
5959,1606,Prevent Product,Server,4756.25,487,10615
5960,1200,History Product,Software License,2762.76,278,14339
5961,1337,Purpose Product,Server,4487.4,313,11299
5962,1603,Issue Product,Electronics,4259.79,414,6149
5963,1575,Black Product,Networking,1939.23,21,9760
5964,1298,Attack Product,Electronics,3446.35,235,5882
5965,1781,Give Product,Raw Material,2029.99,91,8332
5966,1807,Son Product,Raw Material,2670.02,267,14718
5967,1095,Oil Product,Electronics,1053.08,192,9179
5968,1914,Relate Product,Server,637.0,31,717
5969,1306,Story Product,Laptop,2634.09,256,10350
5970,1565,American Product,Electronics,3368.06,162,14674
5971,1307,Huge Product,Server,3406.92,39,526
5972,1924,Son Product,Industrial Parts,3525.06,280,1358
5973,1681,Eye Product,Electronics,4534.54,441,8073
5974,1202,Economy Product,Server,2583.93,162,13110
5975,1242,Like Product,Furniture,1036.89,390,8152
5976,1691,Artist Product,Packaging,3034.0,133,7130
5977,1677,Decade Product,Industrial Parts,4295.53,58,7136
5978,1951,Growth Product,Raw Material,4682.23,387,11437
5979,1522,Skill Product,Electronics,3067.51,455,10026
5980,1291,Drop Product,Furniture,822.38,189,5441
5981,1961,Serious Product,Raw Material,1304.35,298,269
5982,1500,Industry Product,Software License,4670.04,250,2342
5983,1429,Human Product,Electronics,684.86,440,12462
5984,1922,War Product,Furniture,2345.98,457,13661
5985,1479,Back Product,Raw Material,4254.28,14,11907
5986,1805,Article Product,Packaging,3167.03,301,13430
5987,1082,Cut Product,Laptop,4624.54,177,12438
5988,1743,Speak Product,Software License,916.7,377,6446
5989,1490,Expect Product,Server,4386.93,130,7849
5990,1047,Call Product,Electronics,439.47,152,7615
5991,1301,Growth Product,Industrial Parts,348.09,259,7632
5992,1904,Agent Product,Server,1418.24,346,8988
5993,1193,Side Product,Industrial Parts,71.16,492,14621
5994,1767,Democratic Product,Electronics,2221.56,308,4031
5995,1059,Adult Product,Electronics,1390.17,30,1815
5996,1563,Reflect Product,Server,3530.93,155,564
5997,1362,Finally Product,Networking,2057.82,41,6123
5998,1062,Develop Product,Raw Material,4762.93,10,4784
5999,1984,Forget Product,Software License,2818.42,92,7892
6000,1503,Site Product,Electronics,817.46,109,13133
6001,1411,Space Product,Software License,569.59,436,7081
6002,1961,Standard Product,Software License,4418.9,297,2824
6003,1238,Wall Product,Packaging,3955.32,132,9824
6004,1039,Kind Product,Server,4435.85,365,14195
6005,1845,Animal Product,Laptop,4494.31,256,4271
6006,1292,Free Product,Server,229.66,446,5505
6007,1851,Including Product,Software License,4481.32,292,14151
6008,1093,Between Product,Networking,4206.73,479,8305
6009,1546,Food Product,Office Equipment,851.35,159,4601
6010,1980,Future Product,Electronics,1174.52,117,12353
6011,1049,Attention Product,Furniture,109.32,347,1703
6012,1068,At Product,Furniture,4391.57,70,10333
6013,1018,Teacher Product,Raw Material,867.55,470,5879
6014,1822,Address Product,Electronics,1580.86,38,9103
6015,1841,Husband Product,Raw Material,1651.01,278,4865
6016,1059,Remember Product,Laptop,4536.71,258,7347
6017,1313,Clear Product,Packaging,207.94,381,2899
6018,1736,Hold Product,Server,673.22,378,4817
6019,1788,Evening Product,Furniture,2009.09,311,13348
6020,1860,Reach Product,Laptop,4106.82,51,11894
6021,1194,Than Product,Networking,1050.6,324,8867
6022,1219,Particularly Product,Networking,3365.48,298,14847
6023,1231,Between Product,Office Equipment,4155.22,159,10049
6024,1007,American Product,Server,4518.31,224,10277
6025,1710,Station Product,Packaging,172.94,343,10610
6026,1987,Future Product,Server,2894.14,371,7736
6027,1340,Wrong Product,Packaging,2012.48,206,2178
6028,1664,Education Product,Office Equipment,2117.72,117,6564
6029,1989,You Product,Electronics,3626.62,370,14048
6030,1047,Right Product,Packaging,2829.64,118,4676
6031,1954,Decide Product,Industrial Parts,2357.0,365,6478
6032,1627,Soldier Product,Raw Material,3363.02,118,9887
6033,1986,Or Product,Networking,3714.63,218,9365
6034,1507,Now Product,Furniture,3169.64,309,5890
6035,1258,Apply Product,Electronics,287.16,435,13024
6036,1583,Unit Product,Office Equipment,3016.11,393,13437
6037,1909,Use Product,Laptop,500.98,441,2094
6038,1749,Since Product,Software License,4312.26,73,2145
6039,1298,Hope Product,Furniture,2985.58,197,13924
6040,1326,Time Product,Raw Material,2885.57,230,3220
6041,1957,Heart Product,Networking,3179.87,344,2679
6042,1777,Bring Product,Furniture,686.82,34,5717
6043,1403,Audience Product,Laptop,2389.85,364,3979
6044,1280,Technology Product,Office Equipment,337.77,82,1557
6045,1196,Discover Product,Networking,956.2,69,10399
6046,1651,Practice Product,Laptop,3166.21,397,11390
6047,1560,Billion Product,Software License,3192.34,349,2837
6048,1260,Of Product,Laptop,1491.3,284,7021
6049,1133,Tonight Product,Raw Material,2232.58,102,5157
6050,1205,Performance Product,Electronics,1976.81,38,2164
6051,1540,Arrive Product,Server,3632.96,229,5961
6052,1463,Player Product,Server,4597.38,323,2000
6053,1063,Central Product,Furniture,1831.39,392,1221
